trade_id,client_id,segment,trade_amount,trade_date
1729,809,Equity,292976.04,2024-05-20
1730,1158,F&O,362875.0,2024-10-11
1731,1307,Equity,318064.38,2024-09-28
1732,404,Commodity,357347.28,2023-06-02
1733,1689,F&O,215147.1,2023-01-18
1734,1090,Commodity,364086.02,2023-03-05
1735,1673,Equity,72726.89,2024-05-11
1736,1628,Equity,82130.57,2023-03-20
1737,437,Currency,82253.24,2023-02-28
1738,829,Commodity,445541.61,2024-02-15
1739,934,Equity,38941.0,2023-03-02
1740,259,Equity,400952.68,2024-04-11
1741,1990,Equity,117551.88,2024-09-21
1742,103,F&O,234746.54,2023-03-20
1743,993,Commodity,458062.34,2024-11-13
1744,1591,Commodity,293382.68,2024-05-02
1745,769,F&O,105848.73,2023-09-01
1746,1125,Commodity,142760.94,2023-07-27
1747,1222,Equity,460302.87,2023-03-28
1748,813,Equity,214144.82,2024-10-12
1749,226,F&O,293905.76,2024-08-22
1750,943,Currency,230506.17,2024-10-06
1751,463,Commodity,189840.61,2023-02-08
1752,237,F&O,112416.28,2023-06-25
1753,1050,F&O,343409.56,2024-04-22
1754,1145,Currency,359402.77,2024-08-14
1755,1934,Equity,138167.66,2023-01-20
1756,506,Equity,394716.41,2023-08-09
1757,1206,Currency,427413.06,2023-10-02
1758,1735,Currency,460416.87,2024-11-30
1759,814,Equity,81444.99,2023-06-03
1760,767,F&O,152657.92,2024-04-07
1761,634,Equity,430316.32,2024-02-13
1762,1567,Equity,100071.56,2024-10-16
1763,1339,Currency,2730.76,2023-09-08
1764,991,Equity,435542.83,2023-07-31
1765,1821,Currency,163898.27,2024-04-22
1766,618,Equity,207834.27,2024-10-22
1767,1760,F&O,223720.68,2024-11-17
1768,273,Equity,424289.03,2024-02-23
1769,1934,Commodity,169608.18,2023-06-21
1770,232,F&O,446247.66,2024-05-21
1771,1444,F&O,308852.63,2024-10-07
1772,768,Equity,264116.08,2024-09-19
1773,1466,Equity,163481.64,2023-07-22
1774,496,Equity,122612.14,2024-05-06
1775,1048,Equity,312405.16,2023-10-22
1776,1133,F&O,224000.19,2024-04-01
1777,1727,F&O,455347.49,2023-05-26
1778,502,F&O,246327.72,2023-08-26
1779,1883,F&O,256385.66,2024-02-28
1780,25,Equity,208944.92,2023-10-19
1781,1211,Equity,394842.24,2023-06-05
1782,288,Equity,212994.76,2023-12-16
1783,1652,Commodity,135401.66,2024-03-17
1784,338,F&O,431153.41,2023-08-31
1785,1902,Equity,298817.28,2023-07-26
1786,1938,Equity,296163.6,2024-03-03
1787,1061,Currency,305800.28,2023-09-15
1788,1818,Commodity,359701.03,2024-08-07
1789,137,F&O,157220.93,2023-02-04
1790,508,Equity,17888.34,2023-05-09
1791,227,Equity,405485.99,2024-03-05
1792,320,Currency,65323.62,2024-11-30
1793,1864,Commodity,361188.05,2023-11-15
1794,916,Equity,42075.33,2023-04-05
1795,1206,Commodity,188278.61,2023-08-08
1796,1898,Commodity,32450.01,2023-10-28
1797,86,Equity,261584.63,2024-09-28
1798,1491,Equity,326914.75,2023-07-04
1799,926,Equity,86545.14,2023-02-06
1800,53,Equity,186442.18,2024-09-13
1801,860,Commodity,465189.51,2024-02-04
1802,867,Equity,221752.17,2024-11-20
1803,1259,Commodity,401469.24,2023-05-22
1804,1983,Currency,463665.19,2023-05-14
1805,1803,Equity,487198.57,2024-03-20
1806,1823,F&O,449262.69,2024-10-22
1807,433,Commodity,159385.26,2023-10-15
1808,1520,Commodity,481323.87,2023-09-15
1809,999,Commodity,406385.23,2023-02-08
1810,100,Equity,418750.62,2023-11-01
1811,990,F&O,8571.32,2023-10-10
1812,599,F&O,477165.19,2024-06-09
1813,403,Currency,389267.02,2024-02-11
1814,396,Equity,384215.78,2023-12-25
1815,1551,Currency,41680.84,2024-01-13
1816,415,Equity,117051.7,2024-04-13
1817,939,Currency,481168.57,2023-10-08
1818,1637,F&O,250837.86,2024-07-18
1819,677,F&O,199531.15,2023-01-11
1820,463,F&O,420130.47,2024-11-05
1821,541,Equity,44582.87,2024-11-25
1822,1650,Equity,209054.07,2023-07-05
1823,1643,Equity,188474.69,2024-07-02
1824,1946,Equity,175575.84,2023-01-09
1825,1388,Equity,154538.43,2023-01-28
1826,1154,Commodity,105827.4,2024-11-16
1827,84,F&O,87282.49,2024-04-08
1828,271,Equity,320562.65,2024-09-30
1829,244,Currency,459778.03,2024-05-25
1830,388,F&O,254916.97,2024-05-16
1831,214,Currency,149689.3,2024-08-04
1832,818,F&O,80420.94,2024-10-24
1833,1190,Equity,415241.54,2024-10-22
1834,1815,F&O,485774.54,2023-08-06
1835,59,F&O,175228.55,2024-03-04
1836,1626,Equity,146184.26,2024-09-29
1837,883,Equity,301144.98,2023-01-03
1838,843,Equity,387889.16,2023-07-06
1839,924,Equity,228246.0,2023-02-12
1840,1528,Equity,315406.5,2024-09-02
1841,1730,F&O,358557.98,2024-02-15
1842,123,Equity,480335.55,2023-07-09
1843,1672,F&O,83353.63,2023-02-11
1844,1437,F&O,498693.86,2023-04-07
1845,1163,Equity,196686.17,2024-12-30
1846,1253,Equity,361876.87,2024-10-09
1847,1298,Equity,286634.77,2024-10-18
1848,439,Equity,243847.64,2024-05-31
1849,1022,Equity,349339.61,2023-05-16
1850,562,Equity,198481.17,2024-05-24
1851,1934,F&O,63928.88,2024-06-02
1852,118,F&O,244957.8,2023-02-06
1853,1738,Equity,261436.02,2024-08-01
1854,905,Equity,101749.17,2024-05-31
1855,1507,F&O,467874.06,2023-02-27
1856,395,Currency,114510.35,2023-06-04
1857,1727,Commodity,205204.57,2023-04-23
1858,876,F&O,78309.91,2024-04-04
1859,1484,Equity,268362.53,2024-08-26
1860,1859,Equity,154511.17,2024-08-23
1861,1717,Currency,245146.99,2024-03-17
1862,935,Equity,113083.84,2024-11-20
1863,1102,Currency,27833.79,2023-08-16
1864,952,F&O,389834.1,2024-08-01
1865,1436,F&O,320902.06,2023-05-02
1866,75,Equity,171028.94,2024-11-01
1867,295,F&O,24699.62,2023-12-23
1868,1817,F&O,432921.96,2023-09-25
1869,21,Equity,85727.71,2024-11-25
1870,1930,Equity,465440.37,2024-04-29
1871,1195,Currency,239819.09,2023-01-04
1872,1039,F&O,170852.97,2024-04-22
1873,1235,Equity,371137.98,2023-05-01
1874,560,Equity,438542.86,2024-04-30
1875,1110,Commodity,185986.07,2023-08-07
1876,1173,Commodity,204264.53,2024-11-24
1877,1724,F&O,217145.95,2023-10-05
1878,372,F&O,461239.21,2023-09-14
1879,1504,Equity,346589.43,2023-10-31
1880,818,F&O,124575.41,2023-02-12
1881,1175,Equity,93314.85,2024-06-13
1882,1165,Currency,115953.46,2024-12-10
1883,1093,F&O,132518.38,2024-11-19
1884,1284,Equity,115861.56,2024-08-10
1885,846,Equity,329594.72,2024-11-23
1886,1992,Commodity,58850.82,2023-05-30
1887,521,Equity,194291.89,2024-08-16
1888,1657,Equity,312901.73,2023-01-10
1889,371,F&O,146139.13,2023-07-31
1890,1443,Equity,33571.92,2024-10-13
1891,101,Commodity,41830.14,2023-09-17
1892,661,Equity,63857.42,2024-01-17
1893,1978,Commodity,418085.67,2024-01-24
1894,1682,Equity,329273.89,2023-12-02
1895,1889,Equity,33196.68,2023-01-05
1896,968,Currency,196143.37,2023-03-24
1897,243,F&O,140014.0,2023-01-06
1898,753,Equity,289442.02,2023-06-01
1899,512,Equity,261880.17,2023-06-30
1900,849,F&O,241080.89,2023-06-16
1901,555,F&O,157941.67,2024-04-14
1902,1119,Currency,69762.09,2023-03-19
1903,226,Currency,371445.82,2024-02-16
1904,1542,F&O,440048.53,2024-07-07
1905,214,Equity,472131.3,2024-07-27
1906,718,F&O,30250.87,2024-01-16
1907,67,F&O,370214.45,2023-11-09
1908,396,Equity,363525.23,2024-01-30
1909,612,Equity,473607.7,2024-06-26
1910,1036,Equity,127204.38,2023-01-04
1911,1261,Equity,371347.34,2023-04-19
1912,1858,Equity,28258.52,2023-04-03
1913,770,F&O,315991.61,2023-04-09
1914,1423,Commodity,176073.06,2023-07-11
1915,407,F&O,384685.81,2023-11-29
1916,925,Equity,431788.84,2023-07-31
1917,1873,Equity,183045.7,2024-08-17
1918,1504,F&O,263267.46,2023-07-26
1919,647,Equity,59584.63,2024-09-18
1920,222,F&O,209036.58,2024-07-26
1921,1180,Currency,181039.4,2023-12-22
1922,654,Equity,92378.61,2023-09-10
1923,428,Equity,447344.83,2024-08-13
1924,1182,F&O,74895.83,2023-07-15
1925,977,Currency,318233.94,2023-09-19
1926,1440,Commodity,445181.18,2023-11-18
1927,1006,Currency,456072.32,2024-02-24
1928,1350,Equity,396826.61,2024-05-12
1929,371,Currency,88894.43,2023-11-28
1930,1368,Equity,408898.27,2023-10-23
1931,1286,Equity,139005.84,2023-08-24
1932,1307,Currency,461276.62,2024-11-11
1933,850,Currency,354834.25,2023-01-07
1934,856,Equity,392848.51,2024-06-17
1935,229,Equity,43431.19,2023-03-13
1936,1912,Equity,291799.79,2024-05-14
1937,280,Equity,410749.92,2024-09-09
1938,1894,Equity,430933.59,2023-05-19
1939,1314,Currency,15287.22,2024-01-21
1940,1704,F&O,469640.46,2024-06-25
1941,1071,Commodity,22626.03,2023-11-20
1942,975,Commodity,307644.82,2024-08-23
1943,1739,F&O,347000.38,2024-10-26
1944,1238,Commodity,54565.3,2023-03-14
1945,758,F&O,24957.92,2024-01-24
1946,1048,Equity,392671.17,2023-08-26
1947,321,F&O,192950.64,2023-11-18
1948,274,F&O,54449.15,2023-12-07
1949,556,Commodity,381571.24,2023-11-01
1950,844,Currency,424732.37,2023-01-08
1951,1337,Equity,294105.71,2023-07-26
1952,1387,Commodity,81457.17,2024-02-15
1953,668,Equity,8596.01,2023-09-15
1954,1000,Commodity,350700.44,2024-10-12
1955,380,Equity,275519.7,2023-02-15
1956,711,Equity,325747.77,2023-05-06
1957,1943,Equity,406779.15,2023-01-21
1958,1698,F&O,217679.66,2023-06-19
1959,1931,Equity,63133.22,2024-06-27
1960,1494,Currency,470051.66,2024-02-20
1961,746,Equity,273085.8,2024-03-30
1962,675,Currency,308031.77,2024-10-23
1963,116,Commodity,466772.3,2023-07-25
1964,605,Equity,465860.24,2023-11-29
1965,1066,Equity,286475.21,2023-01-21
1966,1820,Commodity,149508.1,2024-10-11
1967,379,F&O,498559.7,2023-03-06
1968,1746,F&O,340727.73,2024-07-30
1969,1230,Equity,204809.9,2023-03-29
1970,466,F&O,280358.56,2024-04-23
1971,1756,Currency,208501.19,2023-02-12
1972,280,Equity,444264.27,2023-05-21
1973,1672,Equity,241767.19,2024-01-09
1974,618,Equity,411940.66,2024-05-30
1975,118,Commodity,420247.97,2024-05-14
1976,1261,Commodity,412341.84,2023-10-06
1977,309,Equity,361372.12,2023-11-22
1978,1480,Equity,427583.98,2024-02-22
1979,1924,Equity,194227.56,2024-07-06
1980,1499,Equity,58216.94,2024-08-24
1981,100,Equity,421384.65,2023-11-04
1982,261,Currency,249586.04,2024-10-18
1983,993,F&O,64560.64,2023-11-03
1984,1329,Equity,58540.95,2024-04-14
1985,1378,Currency,80461.95,2023-07-03
1986,286,F&O,375735.66,2024-09-22
1987,328,F&O,355717.48,2024-09-16
1988,1127,Equity,102705.52,2023-10-18
1989,63,Equity,423614.79,2023-09-06
1990,687,Currency,141366.1,2023-11-20
1991,1306,F&O,396699.81,2024-03-18
1992,1465,Equity,244914.15,2024-08-26
1993,1317,F&O,366042.79,2023-02-28
1994,738,Currency,191312.44,2023-09-26
1995,1031,Equity,174223.16,2023-11-14
1996,639,F&O,420838.44,2023-04-04
1997,936,Currency,18615.83,2023-09-11
1998,1116,Equity,487393.74,2024-11-17
1999,1959,Commodity,324441.6,2024-04-04
2000,1214,F&O,216809.21,2024-05-29
2001,1895,F&O,314399.21,2024-06-16
2002,476,Equity,62247.73,2023-04-14
2003,1535,Equity,257512.18,2024-02-06
2004,1486,F&O,492562.67,2023-11-29
2005,53,Equity,118399.45,2024-12-21
2006,754,Equity,361416.77,2024-08-30
2007,486,Equity,218050.72,2023-04-03
2008,1668,Equity,326576.62,2024-07-10
2009,1514,Currency,103238.73,2024-07-27
2010,1388,Equity,235762.03,2024-06-25
2011,1136,Currency,490066.26,2024-03-12
2012,409,Equity,98448.29,2023-01-10
2013,1031,F&O,318586.07,2024-03-31
2014,1766,Equity,288223.28,2024-02-19
2015,668,Commodity,282960.74,2024-06-01
2016,1221,Commodity,307946.52,2024-01-10
2017,835,Equity,251616.75,2024-06-14
2018,876,Currency,9448.44,2024-06-07
2019,1759,Equity,450148.31,2024-01-08
2020,367,F&O,413662.43,2024-12-04
2021,1002,Currency,87909.67,2024-09-06
2022,250,Currency,207223.32,2024-03-14
2023,1940,Currency,385503.94,2023-07-14
2024,1619,Equity,490051.1,2023-09-22
2025,1264,Equity,475617.39,2024-05-21
2026,380,Equity,449780.24,2024-10-07
2027,1931,F&O,80028.57,2024-03-01
2028,872,Commodity,457323.08,2024-11-19
2029,835,Equity,439344.01,2023-04-09
2030,1495,F&O,189098.01,2023-01-30
2031,775,Equity,197866.77,2023-10-18
2032,919,Equity,230494.55,2024-07-28
2033,1725,F&O,328431.64,2024-05-01
2034,455,F&O,131156.97,2024-02-10
2035,366,Commodity,12451.27,2023-01-28
2036,1314,Equity,71473.53,2023-05-26
2037,1898,Commodity,220617.84,2023-10-15
2038,403,Equity,141719.28,2024-08-03
2039,58,Equity,382493.76,2023-09-09
2040,521,F&O,54238.35,2023-06-11
2041,1328,Currency,458815.15,2023-04-20
2042,1139,Equity,447768.26,2024-10-05
2043,210,Equity,454469.65,2024-02-02
2044,1065,F&O,370065.39,2023-09-28
2045,816,Equity,54392.99,2023-07-07
2046,173,Commodity,219630.65,2024-06-15
2047,234,Commodity,66571.28,2023-10-03
2048,793,Equity,493861.9,2024-11-19
2049,1908,F&O,167186.17,2024-09-02
2050,1614,Commodity,293079.94,2023-09-04
2051,1644,Equity,389917.13,2023-11-20
2052,793,F&O,460387.43,2023-01-18
2053,1427,Equity,378018.32,2024-02-12
2054,1063,F&O,337577.39,2024-02-15
2055,119,Equity,233524.91,2023-05-05
2056,335,Commodity,303094.67,2023-11-16
2057,1360,Equity,47987.74,2023-06-02
2058,1563,Equity,442077.35,2024-08-03
2059,1640,Commodity,272344.88,2024-10-19
2060,1098,Equity,21027.39,2024-07-10
2061,1215,Equity,460031.16,2023-01-20
2062,324,Equity,245161.68,2023-09-04
2063,1011,Equity,434425.98,2024-01-25
2064,1171,Currency,428587.09,2023-12-13
2065,1791,Commodity,408060.04,2024-04-20
2066,284,Equity,31640.11,2023-07-22
2067,213,Commodity,124286.26,2023-01-09
2068,1659,F&O,437898.39,2024-11-22
2069,1742,Currency,449596.54,2024-10-29
2070,929,Equity,229576.36,2024-06-14
2071,752,F&O,220580.69,2023-04-13
2072,1418,F&O,88395.18,2023-09-03
2073,339,F&O,484236.98,2024-08-19
2074,1822,F&O,107356.1,2023-11-15
2075,1046,Equity,96277.46,2023-12-17
2076,1795,Commodity,330703.76,2023-08-22
2077,1893,F&O,122179.31,2024-10-08
2078,105,Currency,469447.03,2023-02-06
2079,1490,Equity,6442.59,2023-12-11
2080,1483,F&O,3870.88,2024-08-26
2081,1456,Currency,252933.52,2023-10-19
2082,770,F&O,244543.17,2023-01-17
2083,716,Currency,82518.65,2023-03-31
2084,1846,Commodity,247765.26,2023-12-14
2085,1798,Equity,206418.89,2024-11-07
2086,1643,F&O,445274.43,2024-03-19
2087,763,Equity,5617.71,2023-09-10
2088,1960,F&O,488158.63,2024-08-15
2089,1245,Equity,312571.99,2023-07-03
2090,379,Commodity,76769.88,2023-10-17
2091,1246,F&O,24333.25,2023-08-03
2092,1282,Equity,269514.72,2023-06-07
2093,713,Equity,118210.19,2024-11-21
2094,1391,Currency,151281.6,2024-01-28
2095,1794,Equity,123320.95,2023-01-20
2096,1373,Equity,325435.98,2024-04-15
2097,225,Equity,277210.95,2024-03-06
2098,1738,Currency,39909.24,2024-10-20
2099,738,Currency,263736.74,2023-03-09
2100,236,F&O,395803.69,2023-03-18
2101,183,Currency,41516.1,2023-04-12
2102,712,Equity,444979.75,2024-10-13
2103,1893,Currency,289575.02,2024-08-07
2104,1782,Equity,475361.61,2023-07-26
2105,444,Equity,74922.47,2023-08-01
2106,1889,Equity,496788.93,2023-03-20
2107,623,F&O,322492.16,2023-04-23
2108,1030,Commodity,284179.61,2023-05-13
2109,1260,Equity,258124.53,2023-07-16
2110,1151,Currency,12803.53,2023-01-25
2111,1128,Equity,469879.96,2024-04-16
2112,749,Equity,322353.24,2024-09-04
2113,1939,F&O,46721.62,2024-06-26
2114,1504,F&O,11455.13,2023-10-17
2115,155,Commodity,26341.04,2023-09-13
2116,257,F&O,305088.49,2023-07-25
2117,235,F&O,307393.69,2024-04-19
2118,500,Equity,250333.98,2023-03-09
2119,289,F&O,154076.14,2023-08-03
2120,510,Currency,266339.62,2024-09-25
2121,1576,Equity,258634.61,2024-02-26
2122,1824,Currency,10688.36,2024-07-11
2123,709,F&O,141952.15,2024-08-03
2124,785,Equity,27539.49,2024-06-22
2125,894,Currency,450177.22,2024-11-13
2126,776,F&O,362886.36,2024-04-06
2127,1593,Equity,498061.47,2024-03-30
2128,298,Equity,151783.46,2023-10-28
2129,1634,Equity,439364.44,2023-10-15
2130,137,Commodity,301924.08,2023-01-02
2131,376,F&O,227109.58,2023-01-20
2132,87,Currency,112063.98,2024-04-21
2133,1443,Equity,369457.69,2024-05-05
2134,1778,Equity,452166.23,2023-09-14
2135,1223,Equity,118418.89,2024-03-28
2136,1487,F&O,88519.78,2024-03-13
2137,437,Currency,348414.74,2024-02-02
2138,1334,F&O,488509.61,2023-06-02
2139,1620,Equity,375227.6,2024-10-10
2140,1778,Currency,143005.79,2023-08-10
2141,1305,Commodity,210557.76,2024-12-23
2142,1347,Equity,192774.5,2024-12-01
2143,764,Commodity,426195.41,2024-03-11
2144,702,Equity,385914.02,2023-05-16
2145,1975,Equity,294898.74,2024-06-11
2146,942,Equity,138204.6,2024-09-17
2147,152,F&O,469056.28,2023-10-06
2148,1326,Equity,327004.3,2024-08-07
2149,1302,Equity,485267.85,2024-04-29
2150,1675,Equity,290478.4,2024-06-29
2151,1712,Commodity,410775.19,2023-09-02
2152,1032,Currency,406739.58,2023-01-18
2153,807,Commodity,169327.06,2024-07-09
2154,235,Equity,482046.34,2023-05-23
2155,675,Equity,11948.79,2024-05-15
2156,561,Equity,384586.74,2024-06-10
2157,1326,Equity,482812.99,2023-04-03
2158,38,F&O,170115.19,2024-01-18
2159,1160,F&O,324407.18,2023-10-06
2160,822,Commodity,281549.4,2024-12-27
2161,421,F&O,380992.15,2024-03-24
2162,1243,Equity,433222.78,2024-08-05
2163,348,Equity,301919.24,2024-09-12
2164,1832,F&O,408136.39,2023-10-15
2165,1570,Equity,156830.5,2024-04-20
2166,1888,Equity,115064.94,2024-11-02
2167,1103,Equity,215903.18,2023-06-20
2168,748,Equity,339190.56,2024-06-08
2169,1919,Equity,94436.23,2024-01-07
2170,273,Commodity,340495.74,2024-01-28
2171,1185,Currency,197652.73,2023-07-04
2172,1711,Equity,397992.06,2024-05-24
2173,1902,Equity,19381.07,2024-03-07
2174,308,Commodity,334323.34,2023-07-28
2175,1398,Equity,325261.35,2023-11-25
2176,976,Equity,470526.8,2023-12-27
2177,733,Equity,356970.41,2024-03-19
2178,1033,Equity,398354.65,2024-03-16
2179,1825,Commodity,452390.92,2024-01-04
2180,444,Commodity,337850.91,2023-04-16
2181,1137,Equity,145786.66,2024-12-24
2182,1229,Equity,435017.13,2023-11-21
2183,405,Equity,374041.48,2023-08-20
2184,1722,Equity,212794.36,2024-12-25
2185,853,Currency,355554.06,2024-12-08
2186,1221,F&O,433976.75,2023-09-06
2187,778,F&O,487850.41,2023-11-13
2188,1798,Commodity,476223.4,2023-09-21
2189,1784,Commodity,163338.59,2024-12-29
2190,115,Commodity,211425.16,2024-05-17
2191,1145,Equity,55658.77,2023-09-20
2192,1677,Equity,124524.6,2024-11-12
2193,65,F&O,441328.18,2024-02-20
2194,1300,Equity,181064.11,2024-10-29
2195,825,Currency,310655.78,2023-03-11
2196,239,F&O,333316.84,2023-08-22
2197,302,Currency,391132.81,2024-03-07
2198,1416,Equity,92217.22,2023-02-23
2199,1546,Currency,153101.75,2023-06-19
2200,969,Equity,224719.83,2023-02-05
2201,369,Currency,183055.69,2023-09-16
2202,233,Equity,491469.71,2023-09-08
2203,195,F&O,417635.46,2023-01-13
2204,907,Commodity,240363.69,2024-11-01
2205,1036,Equity,439755.04,2024-06-24
2206,1930,F&O,174478.82,2023-02-26
2207,921,Currency,393128.33,2023-06-10
2208,689,Equity,112614.12,2024-03-12
2209,177,F&O,386388.7,2023-08-18
2210,217,Equity,228770.25,2023-07-12
2211,1035,Commodity,54642.16,2024-09-11
2212,1470,F&O,137357.96,2023-12-23
2213,630,Equity,201735.04,2023-12-18
2214,164,Equity,374897.16,2023-09-15
2215,1575,F&O,37418.37,2024-09-13
2216,53,Equity,330113.95,2024-10-03
2217,218,Equity,358290.81,2024-09-26
2218,1742,F&O,327306.76,2024-09-19
2219,999,Equity,380574.15,2023-10-20
2220,824,Equity,89906.14,2024-01-21
2221,1384,F&O,293964.57,2023-08-22
2222,385,Equity,470631.33,2023-10-23
2223,56,Equity,305781.35,2024-12-03
2224,118,Equity,306056.84,2024-06-20
2225,900,F&O,368483.38,2024-01-14
2226,1277,F&O,167268.91,2024-11-08
2227,798,Commodity,350537.47,2023-07-29
2228,780,Equity,458200.68,2024-06-22
2229,1016,Equity,6436.84,2023-06-27
2230,803,Equity,435186.41,2024-07-09
2231,845,Equity,110090.55,2023-03-13
2232,1204,Currency,228505.71,2024-05-22
2233,1439,Equity,426321.55,2023-08-10
2234,1894,Equity,412132.15,2023-08-16
2235,1259,Equity,446071.81,2023-08-21
2236,855,F&O,470267.98,2023-09-25
2237,708,F&O,224131.32,2023-09-11
2238,1844,F&O,328525.54,2024-11-05
2239,1104,Currency,195848.74,2023-01-06
2240,1671,F&O,176007.64,2023-02-16
2241,22,Equity,216366.11,2024-02-11
2242,1501,Equity,371794.99,2024-08-02
2243,843,F&O,251218.93,2023-09-11
2244,1464,F&O,407215.78,2024-03-24
2245,1761,F&O,372864.02,2023-02-28
2246,1594,F&O,11218.75,2024-01-28
2247,1117,F&O,315488.84,2024-09-22
2248,192,Currency,218848.99,2024-11-28
2249,1019,F&O,228857.87,2024-07-13
2250,1127,Commodity,409368.15,2023-07-10
2251,396,Equity,274256.39,2023-09-22
2252,1031,F&O,442925.29,2024-11-14
2253,640,Currency,356689.99,2024-07-11
2254,1019,Equity,276867.16,2023-05-23
2255,567,Commodity,377514.45,2023-09-03
2256,231,Commodity,20136.18,2023-08-04
2257,874,Equity,14514.74,2024-03-12
2258,574,F&O,42591.31,2024-11-18
2259,240,Equity,219345.1,2024-04-20
2260,90,Currency,118489.62,2024-01-19
2261,232,Commodity,492146.39,2024-10-18
2262,457,Equity,271602.78,2024-06-30
2263,233,Equity,331545.46,2024-02-19
2264,354,F&O,140131.25,2023-05-12
2265,1005,Equity,161576.66,2024-02-02
2266,1357,Equity,168395.5,2024-05-21
2267,439,F&O,349669.12,2023-06-02
2268,1399,Equity,237379.4,2024-07-13
2269,1316,Equity,259324.14,2023-06-17
2270,345,Commodity,296409.49,2024-11-20
2271,664,Currency,384637.02,2024-08-29
2272,1452,Commodity,46094.5,2023-08-18
2273,657,Commodity,388660.08,2024-12-03
2274,130,Equity,282054.3,2024-02-08
2275,141,Equity,334878.63,2023-05-24
2276,415,Equity,164448.33,2024-11-06
2277,1117,Commodity,205284.03,2024-06-14
2278,626,Currency,116351.74,2023-03-09
2279,284,Commodity,489670.7,2023-04-08
2280,1980,Currency,249004.48,2023-01-07
2281,1947,F&O,498042.38,2023-06-26
2282,1679,Equity,245403.2,2023-07-25
2283,223,Equity,110655.88,2023-10-26
2284,744,Equity,254218.75,2023-08-17
2285,463,Equity,20758.19,2024-09-22
2286,1569,F&O,452480.13,2023-09-27
2287,1300,Equity,409456.58,2023-03-22
2288,1706,F&O,363184.44,2024-11-02
2289,1164,F&O,305303.53,2023-07-07
2290,357,Equity,290337.28,2024-11-30
2291,1737,F&O,498367.38,2024-05-15
2292,1047,F&O,139720.72,2024-12-06
2293,1992,Equity,390062.5,2024-05-01
2294,1760,Commodity,291120.98,2024-05-02
2295,1904,F&O,487964.39,2024-04-22
2296,1294,F&O,414073.79,2024-12-03
2297,859,Currency,499264.03,2023-10-16
2298,665,Currency,294574.17,2023-04-16
2299,1357,Currency,103067.43,2024-10-02
2300,1015,Equity,252339.83,2024-08-31
2301,85,Equity,355844.46,2024-07-29
2302,621,Equity,387405.83,2024-10-01
2303,1055,Equity,1254.48,2023-08-11
2304,1765,Currency,253008.52,2024-01-17
2305,240,F&O,118382.06,2023-04-14
2306,1914,Equity,437581.0,2024-10-25
2307,363,Equity,77299.82,2023-04-24
2308,822,Equity,333561.67,2024-05-22
2309,1413,F&O,133765.03,2023-02-24
2310,1677,Commodity,178914.53,2023-05-01
2311,668,Currency,470339.07,2023-08-05
2312,1323,Currency,120983.61,2024-09-26
2313,1881,Equity,48406.38,2023-01-03
2314,1395,Equity,35573.17,2023-04-02
2315,99,Equity,252802.94,2024-02-11
2316,47,Equity,321214.03,2024-11-06
2317,839,Currency,164319.53,2024-03-16
2318,422,F&O,345439.61,2024-09-22
2319,1504,Commodity,31455.83,2024-03-07
2320,1603,F&O,428809.99,2023-03-02
2321,62,Equity,408467.04,2024-12-26
2322,1133,Equity,492762.64,2024-04-17
2323,1703,F&O,468315.99,2023-09-04
2324,1573,Commodity,178742.38,2024-01-07
2325,1143,Equity,200238.42,2023-10-16
2326,1010,Commodity,373236.46,2024-08-12
2327,598,Commodity,67907.3,2023-01-24
2328,1406,Equity,157693.34,2024-02-10
2329,392,Commodity,60151.93,2023-11-04
2330,977,Equity,227988.34,2024-09-04
2331,1076,F&O,276450.14,2024-01-07
2332,603,Commodity,106369.07,2024-09-26
2333,1313,Currency,14289.21,2023-08-03
2334,337,Equity,359958.56,2023-09-19
2335,810,Equity,10982.58,2023-12-12
2336,1228,Equity,486727.9,2024-02-17
2337,1904,Equity,111582.02,2023-05-03
2338,1262,F&O,332286.15,2023-11-16
2339,1406,Currency,217941.11,2023-12-03
2340,1691,Equity,30777.26,2023-06-07
2341,752,Equity,236619.62,2023-11-23
2342,1160,Equity,258863.56,2024-10-22
2343,1431,F&O,427486.92,2023-03-06
2344,1532,Equity,366442.19,2024-01-04
2345,1386,Equity,40571.93,2023-01-04
2346,1405,Commodity,105372.18,2024-11-16
2347,881,Equity,156631.95,2024-10-09
2348,1600,F&O,59087.44,2023-03-01
2349,635,Commodity,228992.64,2023-02-14
2350,254,Equity,492170.29,2024-08-06
2351,1501,F&O,257791.78,2024-08-29
2352,1138,F&O,371199.2,2024-06-26
2353,20,F&O,341785.96,2023-06-05
2354,528,Equity,425105.81,2023-03-05
2355,1169,Equity,108646.02,2024-02-25
2356,1232,Commodity,377159.3,2023-11-19
2357,1555,Commodity,440796.26,2023-04-19
2358,376,Equity,86583.4,2024-04-07
2359,1528,Equity,174054.31,2024-08-02
2360,1928,Equity,485080.78,2024-06-30
2361,166,Equity,390613.14,2023-09-08
2362,1574,F&O,142012.83,2024-05-24
2363,1205,Equity,282406.94,2024-07-01
2364,861,Equity,202758.74,2024-03-16
2365,617,Commodity,245492.62,2024-03-29
2366,612,Equity,178227.93,2024-10-05
2367,1626,Commodity,140386.18,2024-11-09
2368,1951,Commodity,337706.76,2023-10-01
2369,1836,Equity,389492.37,2023-03-01
2370,1468,Commodity,437104.6,2023-12-08
2371,1356,Commodity,78509.65,2024-01-29
2372,503,Equity,411604.91,2023-04-23
